248	698.352600	66	0.000000	350.870758	248.314240
575	900.520691	747	0.000000	-340.507477	575.695770
-102	1052.756470	-48	0.000000	-8.882804	-102.863839
-99	849.639160	-113	0.000000	-2.960935	-99.833133
-84	683.888794	-78	0.000000	-4.441402	-84.264287
-33	506.361877	55	0.000000	4.441402	-33.883663
-25	425.537201	-81	-0.005445	-7.402337	-25.631721
-37	368.764679	11	-0.077963	1.480467	-37.981169
7	278.239166	-29	-0.213593	2.960935	7.790164
2	249.784256	-84	-0.403013	11.843739	2.696255
-6	252.671341	122	-0.639789	-7.402337	-6.009223
5	209.592529	-139	-0.928457	8.882804	5.894738
36	171.202438	12	-1.262335	10.363272	36.435419
4	204.730896	-90	-1.642331	-2.960935	4.956937
5	202.413254	27	-2.066052	-4.441402	5.864406
3	190.767624	-23	-2.526568	0.000000	3.686951
16	170.393402	-16	-3.033944	1.480467	16.312303
-30	220.381470	-26	-3.576712	-11.843739	-30.940975
-22	195.221558	22	-4.155863	-7.402337	-22.633354
-18	171.232269	18	-4.763972	2.960935	-18.951245
-17	167.804840	69	-5.403266	-5.921869	-17.556250
-23	160.696838	47	-6.071847	-4.441402	-23.296391
-15	135.419144	11	-6.768396	4.441402	-15.783306
3	108.982384	69	-7.490767	2.960935	3.886722
-14	126.576828	-24	-8.240776	-1.480467	-14.640123
-18	123.551086	-58	-9.019908	-2.960935	-18.113673
-3	95.063797	41	-9.833855	5.921869	-3.725649
-6	95.244644	-86	-10.686494	4.441402	-6.078243
7	82.671074	-35	-11.578733	0.000000	7.570839
-13	104.182076	-49	-12.516265	-4.441402	-13.721737
5	72.925735	-83	-13.497109	4.441402	5.880040
-14	92.672424	30	-14.516481	2.960935	-14.268971
14	68.833282	-52	-15.577763	-4.441402	14.238704
-13	91.717430	-17	-16.673861	-2.960935	-13.777263
12	62.395988	-4	-17.801885	-2.960935	12.711476
-18	87.859116	24	-18.957795	-1.480467	-18.439249
9	61.366589	67	-20.134742	-8.882804	9.990779
-22	81.341705	-42	-21.335202	-1.480467	-22.906293
-2	52.110291	44	-22.554885	2.960935	-2.763593
-6	51.675522	82	-23.792387	2.960935	-6.226335
-18	66.082848	-94	-25.047380	-2.960935	-18.925246
-1	36.099861	-15	-26.321842	7.402337	-1.989403
-5	35.936386	9	-27.621302	10.363272	-5.520338
-10	46.233536	-50	-28.942295	4.441402	-10.042343
-18	60.811012	-28	-30.288450	-1.480467	-18.533700
20	19.119436	58	-31.666533	1.480467	20.134647
-11	51.306404	3	-33.068788	1.480467	-11.756571
10	31.953829	-18	-34.493978	-1.480467	10.576169
-18	60.909622	60	-35.942846	-1.480467	-18.609182
-3	42.842247	33	-37.411267	1.480467	-3.497847
6	35.338242	-8	-38.896930	-1.480467	6.708289
-6	57.074772	-2	-40.404620	-11.843739	-6.548573
