0.000000	0.000000	0.000000
126416.342614	0.000000	116561.743283
363214.124067	126416.342614	435826.683130
383220.574061	363214.124067	731164.802579
280231.460910	383220.574061	910375.735026
48249.596941	280231.460910	859909.720526
-38160.926791	48249.596941	755021.028256
-217692.589820	-38160.926791	499770.277178
-380968.880822	-217692.589820	111531.535813
-401547.323787	-380968.880822	-274331.625709
-250048.519058	-401547.323787	-498898.940752
-199454.544671	-250048.519058	-667622.304777
26304.384173	-199454.544671	-615427.105065
363365.815274	26304.384173	-240208.443106
637789.766762	363365.815274	388854.808919
822531.172470	637789.766762	1165906.629181
985928.989137	822531.172470	2083176.066682
1175579.351977	985928.989137	3160201.967932
1169845.423430	1175579.351977	4205523.152656
1050066.913512	1169845.423430	5113110.120132
973636.710092	1050066.913512	5932773.787879
830377.419589	973636.710092	6600654.569575
642440.172719	830377.419589	7077572.685236
505266.323662	642440.172719	7383736.081801
420109.781318	505266.323662	7696500.385089
323301.466744	420109.781318	7835152.882918
191063.461321	323301.466744	7867983.663081
124254.023138	191063.461321	7840743.583059
123427.863375	124254.023138	7819675.404639
125664.734465	123427.863375	7806148.915165
77419.399653	125664.734465	7755513.284790
66860.372905	77419.399653	7700983.625763
85460.455106	66860.372905	7670580.221910
73343.731088	85460.455106	7610100.382382
21333.819662	73343.731088	7566820.000776
-63399.583303	21333.819662	7378231.979083
-173217.563219	-63399.583303	7102016.881797
-341348.043292	-173217.563219	6662621.730112
-528619.447208	-341348.043292	6047952.464054
-672805.685399	-528619.447208	5299419.365537
-788395.327695	-672805.685399	4449115.530248
-912922.497441	-788395.327695	3490031.281841
-971115.491504	-912922.497441	2488893.828882
-932142.078996	-971115.491504	1535225.615069
-858025.734739	-932142.078996	672553.222440
-796344.131757	-858025.734739	-122266.299139
-710205.610397	-796344.131757	-823737.030923
-619084.715506	-710205.610397	-1427300.381399
-549825.337346	-619084.715506	-1955625.206035
-489652.196147	-549825.337346	-2419545.725420
-418933.178190	-489652.196147	-2807390.801332
-371676.477149	-418933.178190	-3145393.961135
-409291.946180	-371676.477149	-3518360.649868
-447452.919155	-409291.946180	-3920319.149188
-401012.030861	-447452.919155	-4297689.945146
-342141.645513	-401012.030861	-4595745.842923
-299669.765584	-342141.645513	-4857517.742807
-256779.758240	-299669.765584	-5072661.429125
-219288.223996	-256779.758240	-5246703.845553
-143537.597440	-219288.223996	-5343757.815510
-66362.855578	-143537.597440	-5363059.774506
49188.871805	-66362.855578	-5266309.053625
185320.103872	49188.871805	-5035100.790299
269640.021256	185320.103872	-4716068.931193
324926.890449	269640.021256	-4368940.528079
441567.722381	324926.890449	-3893872.529497
529267.099085	441567.722381	-3339353.952718
589014.701410	529267.099085	-2730556.287309
677919.860634	589014.701410	-2037383.694543
761466.899564	677919.860634	-1265887.128988
827881.192349	761466.899564	-434535.600979
922408.515954	827881.192349	483976.611034
1000376.837176	922408.515954	1472118.984290
1089192.106247	1000376.837176	2537549.410531
1116447.341502	1089192.106247	3634037.347223
1156635.497203	1116447.341502	4750265.050721
1186894.818716	1156635.497203	5894877.425262
1162909.066622	1186894.818716	7008569.012861
1184296.728016	1162909.066622	8136975.404764
1209194.568722	1184296.728016	9283862.173662
1243018.822715	1209194.568722	10458371.703743
1291274.051469	1243018.822715	11667867.258656
1364160.494688	1291274.051469	12943374.503322
1411140.154140	1364160.494688	14244278.658639
1461651.381980	1411140.154140	15636943.525068
1495067.399801	1461651.381980	16998841.932386
1492607.803355	1495067.399801	18370078.797395
1475252.448219	1492607.803355	19726902.158897
1431548.386770	1475252.448219	21040500.349657
1405408.956949	1431548.386770	22315241.011807
1376624.877176	1405408.956949	23573689.156073
1366143.315851	1376624.877176	24809371.273292
1343673.805902	1366143.315851	26004057.530539
1299337.035681	1343673.805902	27110862.916568
1280703.632031	1299337.035681	28265549.830674
1263630.217386	1280703.632031	29331704.479303
1228487.863220	1263630.217386	30354445.984741
1215970.011924	1228487.863220	31384959.418284
1213120.052384	1215970.011924	32435089.073315
1233974.311004	1213120.052384	33507562.623453
1203485.547865	1233974.311004	34559680.277067
1167417.658753	1203485.547865	35570616.870633
1148367.837879	1167417.658753	36548950.049061
1100554.383787	1148367.837879	37439318.783536
1041465.959702	1100554.383787	38318760.386424
913798.479588	1041465.959702	38992942.579773
