20.000000	31801	0	3.975232	140580846368974847999.000000	0.000000	558841433905023287280.000000	558841433905023287280.000000
22.000000	29322	6	16.362317	124291902516874477564.000000	38267732393693921279.918800	748463455627645550620.000000	1483678735942407946311.000000
18.000000	26636	7	30.749634	108069906712301453310.000000	-153070929574775685120.000000	-329197710849424293897.000000	1677288893322729619512.000000
11.000000	23778	5	42.534959	92389444524665274371.000000	57401598590540881919.878300	-235491439062139043834.000000	1872799861292493963276.000000
0.000000	21403	1	44.789297	80561181651028574206.000000	-19133866196846960639.959400	-545533746531154264047.000000	1624687687358997332012.000000
-4.000000	19199	0	42.801646	70533040492170215424.266600	210472528165316591621.000000	279846139559240466425.000000	1652904813500098150456.000000
-12.000000	17640	-6	30.460796	63978001802835394559.224300	-210472528165316591621.000000	-569694822550569811951.000000	956691384594879741953.000000
-19.000000	16407	-11	7.240897	59103523715759529983.188200	95669330984234811392.000000	-101877315904523321341.000000	51334594808817836030.357200
-18.000000	15403	-13	-18.828526	55333549937097596928.651900	133937063377928732670.000000	277700671848905441283.000000	-745084896753727307796.000000
-7.000000	14570	-8	-35.990401	52339775616293412862.432800	38267732393693921279.918800	419965179536760897534.000000	-1145851759008428589083.000000
-3.000000	13862	-7	-50.378985	49889919736866422783.350500	-325275725346398339077.000000	-411885382699866259450.000000	-1725885919162732118081.000000
12.000000	13252	0	-48.394048	47848352165321367552.678500	344409591543245307896.000000	792620063641480855523.000000	-1440862373799130038207.000000
34.000000	12717	14	-19.820814	46110132301358235647.057800	-76535464787387842560.000000	400666698593956003833.000000	-337192901077002747918.000000
51.000000	12119	26	32.806446	44224719658113941502.961000	-229606394362163527684.000000	-39591555779934093312.476700	1351304273933081772014.000000
60.000000	11853	34	102.200791	43405454849343430654.698700	-57401598590540881919.878300	-281188559655377024.000600	3529089377002901209152.000000
68.000000	11408	43	188.625142	42061448528799662079.109100	133937063377928732670.000000	289273115272992227335.000000	6229228497380184162466.000000
78.000000	11044	53	295.070212	40986706380752584704.168800	57401598590540881919.878300	279541391346009833469.000000	9539248821039378989325.000000
72.000000	10710	54	404.299476	40019950748839714815.403500	-344409591543245307896.000000	-568665166015765741569.000000	12676102297978260160107.000000
