248	698.352600	66	0.000000	350.870758	1297.537598
575	900.520691	747	0.000000	-340.507477	1135.708984
-102	1052.756470	-48	0.000000	-8.882804	941.009827
-99	849.639160	-113	0.000000	-2.960935	746.845093
-84	683.888794	-78	0.000000	-4.441402	595.183105
-33	506.361877	55	0.000000	4.441402	476.919617
-25	425.537201	-81	-0.005445	-7.402337	392.503143
-37	368.764679	11	-0.077963	1.480467	332.263977
7	278.239166	-29	-0.213593	2.960935	288.990265
2	249.784256	-84	-0.403013	11.843739	264.324249
-6	252.671341	122	-0.639789	-7.402337	239.259781
5	209.592529	-139	-0.928457	8.882804	224.370071
36	171.202438	12	-1.262335	10.363272	218.001129
4	204.730896	-90	-1.642331	-2.960935	206.726898
5	202.413254	27	-2.066052	-4.441402	203.836258
3	190.767624	-23	-2.526568	0.000000	194.454575
16	170.393402	-16	-3.033944	1.480467	188.186172
-30	220.381470	-26	-3.576712	-11.843739	177.596756
-22	195.221558	22	-4.155863	-7.402337	165.185867
-18	171.232269	18	-4.763972	2.960935	155.241959
-17	167.804840	69	-5.403266	-5.921869	144.326721
-23	160.696838	47	-6.071847	-4.441402	132.959045
-15	135.419144	11	-6.768396	4.441402	124.077240
3	108.982384	69	-7.490767	2.960935	115.830040
-14	126.576828	-24	-8.240776	-1.480467	110.456238
-18	123.551086	-58	-9.019908	-2.960935	102.476479
-3	95.063797	41	-9.833855	5.921869	97.260017
-6	95.244644	-86	-10.686494	4.441402	93.607803
7	82.671074	-35	-11.578733	0.000000	90.241913
-13	104.182076	-49	-12.516265	-4.441402	86.018936
5	72.925735	-83	-13.497109	4.441402	83.247177
-14	92.672424	30	-14.516481	2.960935	81.364388
14	68.833282	-52	-15.577763	-4.441402	78.630585
-13	91.717430	-17	-16.673861	-2.960935	74.979233
12	62.395988	-4	-17.801885	-2.960935	72.146530
-18	87.859116	24	-18.957795	-1.480467	67.939400
9	61.366589	67	-20.134742	-8.882804	62.474564
-22	81.341705	-42	-21.335202	-1.480467	56.954945
-2	52.110291	44	-22.554885	2.960935	52.307632
-6	51.675522	82	-23.792387	2.960935	48.410122
-18	66.082848	-94	-25.047380	-2.960935	44.196667
-1	36.099861	-15	-26.321842	7.402337	41.512794
-5	35.936386	9	-27.621302	10.363272	40.779320
-10	46.233536	-50	-28.942295	4.441402	40.632595
-18	60.811012	-28	-30.288450	-1.480467	40.796844
20	19.119436	58	-31.666533	1.480467	40.734550
-11	51.306404	3	-33.068788	1.480467	41.030300
10	31.953829	-18	-34.493978	-1.480467	41.049530
-18	60.909622	60	-35.942846	-1.480467	40.819973
-3	42.842247	33	-37.411267	1.480467	40.824867
6	35.338242	-8	-38.896930	-1.480467	40.566063
-6	57.074772	-2	-40.404620	-11.843739	38.682461
10	25.604008	114	-41.934586	1.480467	37.089611
25	1.942653	71	-43.485341	8.882804	36.637486
10	23.129805	-8	-45.061837	2.960935	37.017014
