K1134+928.474	-2.5 	0.4 	-2.6 	-2.3 	0.4 	0.6 	0.0 	0.2 	0.2 	
K1134+929.124	-2.3 	0.6 	-2.4 	-2.2 	0.6 	0.7 	0.0 	0.1 	0.1 	
K1134+929.774	-2.2 	0.8 	-2.3 	-2.1 	0.8 	0.9 	0.0 	0.1 	0.1 	
K1134+930.424	-2.0 	1.0 	-2.2 	-1.8 	1.0 	1.2 	0.0 	0.2 	0.2 	
K1134+931.074	-2.0 	1.0 	-2.4 	-1.5 	1.0 	1.2 	0.0 	0.1 	0.1 	
K1134+931.724	-2.2 	1.1 	-2.7 	-1.8 	1.1 	1.2 	0.0 	0.1 	0.1 	
K1134+932.374	-2.2 	1.1 	-2.6 	-1.8 	1.1 	1.2 	0.0 	0.0 	0.0 	
K1134+933.024	-1.9 	1.2 	-2.3 	-1.6 	1.2 	1.2 	0.0 	0.0 	0.0 	
K1134+933.674	-2.0 	1.2 	-2.3 	-1.6 	1.2 	1.2 	0.0 	0.0 	0.0 	
K1134+934.324	-2.2 	1.1 	-2.5 	-2.0 	1.1 	1.2 	0.0 	0.1 	0.1 	
K1134+934.974	-2.4 	1.2 	-2.7 	-2.1 	1.2 	1.2 	0.0 	0.0 	0.0 	
K1134+935.624	-2.2 	1.2 	-2.5 	-1.9 	1.2 	1.2 	0.0 	0.0 	0.0 	
K1134+936.274	-2.0 	1.2 	-2.1 	-1.9 	1.2 	1.3 	0.0 	0.1 	0.1 	
K1134+936.924	-1.8 	1.2 	-1.9 	-1.8 	1.2 	1.2 	0.0 	0.0 	0.0 	
K1134+937.574	-2.1 	1.3 	-2.1 	-2.0 	1.3 	1.4 	0.0 	0.0 	0.0 	
K1134+938.224	-2.4 	1.2 	-2.6 	-2.3 	1.2 	1.3 	0.0 	0.0 	0.0 	
K1134+938.874	-2.6 	1.0 	-2.7 	-2.4 	1.0 	1.0 	0.0 	0.0 	0.0 	
K1134+939.524	-2.4 	1.0 	-2.5 	-2.3 	1.0 	1.3 	0.0 	0.2 	0.2 	
K1134+940.174	-2.2 	1.1 	-2.3 	-2.1 	1.1 	1.5 	0.0 	0.4 	0.4 	
K1134+940.824	-2.2 	1.1 	-2.5 	-1.9 	1.1 	1.5 	0.0 	0.4 	0.4 	
K1134+941.475	-2.3 	1.1 	-2.7 	-2.0 	1.1 	1.4 	0.0 	0.4 	0.4 	
K1134+942.125	-2.5 	0.8 	-2.8 	-2.3 	0.8 	1.0 	0.0 	0.2 	0.2 	
K1134+942.775	-2.5 	0.3 	-2.7 	-2.3 	0.3 	0.6 	0.0 	0.3 	0.3 	
K1134+943.425	-2.5 	0.0 	-2.7 	-2.4 	0.0 	0.5 	0.0 	0.5 	0.5 	
K1134+944.075	-2.6 	-0.3 	-2.7 	-2.4 	-0.3 	0.3 	0.0 	0.6 	0.6 	
K1134+944.725	-2.6 	-0.5 	-2.9 	-2.3 	-0.5 	0.2 	0.0 	0.6 	0.6 	
K1134+945.375	-2.7 	-0.6 	-3.0 	-2.5 	-0.6 	-0.1 	0.0 	0.5 	0.5 	
K1134+946.025	-2.8 	-0.7 	-3.0 	-2.6 	-0.7 	-0.2 	0.0 	0.5 	0.5 	
K1134+946.675	-2.8 	-0.8 	-3.1 	-2.5 	-0.8 	-0.4 	0.0 	0.4 	0.4 	
K1134+947.325	-2.9 	-1.0 	-3.2 	-2.6 	-1.0 	-0.5 	0.0 	0.4 	0.4 	
K1134+947.975	-2.9 	-1.2 	-3.2 	-2.6 	-1.2 	-0.9 	0.0 	0.3 	0.3 	
K1134+948.625	-2.9 	-1.5 	-3.2 	-2.7 	-1.5 	-1.4 	0.0 	0.1 	0.1 	
K1134+949.275	-3.0 	-1.5 	-3.1 	-2.8 	-1.5 	-1.5 	0.0 	0.0 	0.0 	
K1134+949.925	-2.9 	-1.3 	-3.1 	-2.7 	-1.2 	-1.3 	0.0 	-0.1 	-0.1 	
K1134+950.575	-2.3 	-1.3 	-2.5 	-2.2 	-1.2 	-1.3 	0.0 	-0.1 	-0.1 	
K1134+951.225	-1.8 	-1.6 	-1.9 	-1.8 	-1.6 	-1.3 	0.0 	0.2 	0.2 	
K1134+951.875	-1.9 	-1.3 	-2.0 	-1.9 	-1.3 	-0.6 	0.0 	0.7 	0.7 	
K1134+952.525	-2.3 	-1.0 	-2.4 	-2.3 	-1.0 	-0.4 	0.0 	0.6 	0.6 	
K1134+953.175	-2.5 	-1.3 	-2.7 	-2.4 	-1.3 	-0.6 	0.0 	0.7 	0.7 	
K1134+953.825	-2.6 	-1.3 	-2.8 	-2.5 	-1.3 	-0.6 	0.0 	0.8 	0.8 	
K1134+954.475	-2.7 	-0.9 	-2.9 	-2.6 	-0.9 	0.0 	0.0 	0.9 	0.9 	
K1134+955.125	-2.8 	-0.6 	-3.0 	-2.7 	-0.6 	0.4 	0.0 	1.0 	1.0 	
K1134+955.775	-2.9 	-0.2 	-3.0 	-2.7 	-0.2 	0.7 	0.0 	0.9 	0.9 	
K1134+956.425	-3.1 	0.1 	-3.2 	-2.9 	0.1 	0.9 	0.0 	0.9 	0.9 	
K1134+957.076	-3.2 	0.3 	-3.3 	-3.2 	0.3 	1.1 	0.0 	0.8 	0.8 	
K1134+957.726	-3.3 	0.3 	-3.3 	-3.3 	0.3 	0.7 	0.0 	0.4 	0.4 	
K1134+958.376	-3.4 	0.6 	-3.4 	-3.5 	0.6 	0.8 	0.0 	0.2 	0.2 	
K1134+959.026	-3.7 	0.9 	-3.7 	-3.7 	0.9 	1.1 	0.0 	0.2 	0.2 	
K1134+959.676	-3.9 	1.2 	-3.9 	-3.8 	1.2 	1.5 	0.0 	0.3 	0.3 	
K1134+960.326	-3.7 	1.2 	-3.8 	-3.7 	1.2 	1.8 	0.0 	0.5 	0.5 	
K1134+960.976	-3.6 	1.2 	-3.6 	-3.6 	1.2 	1.8 	0.0 	0.6 	0.6 	
K1134+961.626	-3.4 	1.2 	-3.3 	-3.4 	1.2 	1.8 	0.0 	0.6 	0.6 	
K1134+962.276	-3.1 	1.2 	-3.1 	-3.1 	1.2 	1.8 	0.0 	0.6 	0.6 	
K1134+962.926	-2.8 	1.2 	-2.9 	-2.7 	1.2 	1.9 	0.0 	0.7 	0.7 	
K1134+963.576	-2.5 	1.2 	-2.6 	-2.4 	1.2 	1.8 	0.0 	0.6 	0.6 	
K1134+964.226	-2.4 	1.2 	-2.4 	-2.3 	1.2 	1.6 	0.0 	0.4 	0.4 	
K1134+964.876	-2.4 	1.3 	-2.3 	-2.4 	1.3 	1.8 	0.0 	0.5 	0.5 	
K1134+965.526	-2.1 	1.4 	-2.2 	-2.1 	1.4 	1.8 	0.0 	0.4 	0.4 	
K1134+966.176	-1.8 	1.4 	-1.8 	-1.7 	1.4 	1.7 	0.0 	0.4 	0.4 	
K1134+966.826	-1.4 	0.8 	-1.5 	-1.4 	0.8 	1.1 	0.0 	0.3 	0.3 	
K1134+967.476	-1.4 	0.6 	-1.4 	-1.4 	0.6 	0.6 	0.0 	0.0 	0.0 	
K1134+968.126	-1.5 	0.6 	-1.5 	-1.5 	0.9 	0.6 	0.0 	-0.2 	-0.2 	
K1134+968.776	-1.5 	0.8 	-1.6 	-1.5 	1.1 	0.8 	0.0 	-0.3 	-0.3 	
K1134+969.426	-1.6 	1.0 	-1.7 	-1.5 	1.0 	1.1 	0.0 	0.1 	0.1 	
K1134+970.076	-1.7 	1.0 	-1.8 	-1.5 	1.0 	1.5 	0.0 	0.5 	0.5 	
K1134+970.726	-1.9 	0.7 	-2.2 	-1.7 	0.7 	1.6 	0.0 	0.9 	0.9 	
K1134+971.376	-1.9 	0.4 	-2.1 	-1.6 	0.4 	1.3 	0.0 	0.9 	0.9 	
K1134+972.027	-1.9 	0.1 	-2.1 	-1.7 	0.1 	1.1 	0.0 	1.1 	1.1 	
K1134+972.677	-2.1 	-0.2 	-2.3 	-1.9 	-0.2 	0.8 	0.0 	1.0 	1.0 	
K1134+973.327	-2.7 	-0.1 	-2.9 	-2.4 	-0.1 	1.0 	0.0 	1.1 	1.1 	
K1134+973.977	-3.1 	-0.3 	-3.5 	-2.8 	-0.3 	0.7 	0.0 	1.0 	1.0 	
K1134+974.627	-3.1 	-0.4 	-3.4 	-2.8 	-0.4 	0.5 	0.0 	0.9 	0.9 	
K1134+975.277	-3.2 	-0.5 	-3.5 	-2.8 	-0.5 	0.3 	0.0 	0.7 	0.7 	
K1134+975.927	-3.2 	-0.6 	-3.4 	-2.9 	-0.6 	0.1 	0.0 	0.7 	0.7 	
K1134+976.577	-3.2 	-0.7 	-3.4 	-3.0 	-0.7 	-0.3 	0.0 	0.4 	0.4 	
K1134+977.227	-3.2 	-0.8 	-3.4 	-3.0 	-0.8 	-0.6 	0.0 	0.3 	0.3 	
K1134+977.877	-3.2 	-0.9 	-3.3 	-3.2 	-0.9 	-0.6 	0.0 	0.2 	0.2 	
K1134+978.527	-3.3 	-0.9 	-3.3 	-3.2 	-0.9 	-0.7 	0.0 	0.2 	0.2 	
K1134+979.177	-3.3 	-0.9 	-3.5 	-3.1 	-0.9 	-0.6 	0.0 	0.3 	0.3 	
K1134+979.827	-3.4 	-1.2 	-3.7 	-3.2 	-1.2 	-0.6 	0.0 	0.6 	0.6 	
K1134+980.477	-3.5 	-1.5 	-3.7 	-3.3 	-1.5 	-1.2 	0.0 	0.3 	0.3 	
K1134+981.128	-3.2 	-1.6 	-3.1 	-3.2 	-1.6 	-1.2 	0.0 	0.3 	0.3 	
K1134+981.778	-2.9 	-1.8 	-2.7 	-3.0 	-1.8 	-1.3 	0.0 	0.5 	0.5 	
K1134+982.428	-2.9 	-1.8 	-2.9 	-2.9 	-1.8 	-1.3 	0.0 	0.5 	0.5 	
K1134+983.078	-3.4 	-1.9 	-3.4 	-3.3 	-1.9 	-1.6 	0.0 	0.3 	0.3 	
K1134+983.729	-3.7 	-1.8 	-3.7 	-3.7 	-1.8 	-1.6 	0.0 	0.2 	0.2 	
K1134+984.379	-3.9 	-1.5 	-3.6 	-4.1 	-1.5 	-1.3 	0.0 	0.3 	0.3 	
K1134+985.029	-3.7 	-1.2 	-3.6 	-3.9 	-1.2 	-0.8 	0.0 	0.4 	0.4 	
K1134+985.679	-3.7 	-0.8 	-3.7 	-3.6 	-0.8 	-0.6 	0.0 	0.2 	0.2 	
K1134+986.330	-3.8 	-0.5 	-3.9 	-3.7 	-0.4 	-0.5 	0.0 	-0.1 	-0.1 	
K1134+986.980	-3.8 	-0.2 	-3.8 	-3.9 	0.0 	-0.2 	0.0 	-0.2 	-0.2 	
K1134+987.630	-3.7 	0.1 	-3.6 	-3.7 	0.2 	0.1 	0.0 	-0.2 	-0.2 	
K1134+988.280	-3.6 	0.3 	-3.7 	-3.6 	0.4 	0.3 	0.0 	-0.2 	-0.2 	
K1134+988.930	-3.5 	0.5 	-3.6 	-3.5 	0.5 	0.6 	0.0 	0.1 	0.1 	
K1134+989.581	-3.4 	0.5 	-3.4 	-3.3 	0.5 	0.9 	0.0 	0.5 	0.5 	
K1134+990.231	-3.5 	0.4 	-3.6 	-3.4 	0.4 	0.9 	0.0 	0.5 	0.5 	
K1134+990.881	-3.8 	0.3 	-4.0 	-3.7 	0.3 	0.6 	0.0 	0.3 	0.3 	
K1134+991.531	-3.9 	0.1 	-3.9 	-3.9 	0.1 	0.4 	0.0 	0.2 	0.2 	
K1134+992.182	-3.9 	0.4 	-4.0 	-3.9 	0.4 	0.6 	0.0 	0.3 	0.3 	
K1134+992.832	-3.7 	0.6 	-3.7 	-3.6 	0.6 	0.7 	0.0 	0.2 	0.2 	
K1134+993.482	-3.7 	0.4 	-3.8 	-3.5 	0.4 	0.5 	0.0 	0.0 	0.0 	
K1134+994.132	-3.7 	0.5 	-3.8 	-3.6 	0.7 	0.5 	0.0 	-0.2 	-0.2 	
K1134+994.782	-3.6 	0.5 	-3.6 	-3.6 	0.7 	0.5 	0.0 	-0.2 	-0.2 	
K1134+995.433	-3.3 	0.6 	-3.3 	-3.3 	0.7 	0.6 	0.0 	-0.2 	-0.2 	
K1134+996.083	-3.0 	0.7 	-3.1 	-2.9 	0.8 	0.7 	0.0 	-0.1 	-0.1 	
K1134+996.733	-3.0 	0.7 	-3.2 	-2.8 	0.7 	0.7 	0.0 	0.0 	0.0 	
K1134+997.383	-3.1 	0.7 	-3.3 	-3.0 	0.7 	0.9 	0.0 	0.2 	0.2 	
K1134+998.034	-3.3 	0.7 	-3.3 	-3.3 	0.7 	1.1 	0.0 	0.4 	0.4 	
K1134+998.684	-3.3 	0.6 	-3.4 	-3.2 	0.6 	1.1 	0.0 	0.5 	0.5 	
K1134+999.334	-3.3 	0.6 	-3.5 	-3.0 	0.6 	1.1 	0.0 	0.5 	0.5 	
K1134+999.984	-3.5 	0.5 	-3.7 	-3.3 	0.5 	1.0 	0.0 	0.5 	0.5 	
K1135+000.635	-3.4 	0.6 	-3.5 	-3.4 	0.6 	1.1 	0.0 	0.5 	0.5 	
K1135+001.285	-3.4 	0.6 	-3.5 	-3.3 	0.6 	1.2 	0.0 	0.5 	0.5 	
K1135+001.935	-3.2 	0.6 	-3.5 	-2.9 	0.6 	1.2 	0.0 	0.5 	0.5 	
K1135+002.585	-3.1 	0.7 	-3.6 	-2.6 	0.7 	1.1 	0.0 	0.4 	0.4 	
K1135+003.235	-3.2 	0.5 	-3.6 	-2.7 	0.5 	0.8 	0.0 	0.3 	0.3 	
K1135+003.886	-3.2 	0.6 	-3.6 	-2.9 	0.6 	1.0 	0.0 	0.3 	0.3 	
K1135+004.536	-3.2 	0.6 	-3.6 	-2.8 	0.6 	1.1 	0.0 	0.5 	0.5 	
K1135+005.186	-3.1 	0.7 	-3.7 	-2.5 	0.7 	1.1 	0.0 	0.4 	0.4 	
K1135+005.836	-3.2 	0.7 	-3.8 	-2.7 	0.7 	1.2 	0.0 	0.5 	0.5 	
K1135+006.487	-3.2 	0.6 	-3.7 	-2.8 	0.6 	1.1 	0.0 	0.5 	0.5 	
K1135+007.137	-3.2 	0.4 	-3.5 	-2.9 	0.4 	0.9 	0.0 	0.4 	0.4 	
K1135+007.787	-3.3 	0.2 	-3.8 	-2.9 	0.2 	0.6 	0.0 	0.3 	0.3 	
K1135+008.437	-3.6 	0.1 	-4.1 	-3.1 	0.1 	0.2 	0.0 	0.1 	0.1 	
K1135+009.088	-3.7 	0.1 	-4.1 	-3.2 	0.1 	0.3 	0.0 	0.1 	0.1 	
K1135+009.738	-3.7 	0.3 	-4.1 	-3.4 	0.3 	0.4 	0.0 	0.1 	0.1 	
K1135+010.388	-3.7 	0.1 	-4.0 	-3.5 	0.1 	0.1 	0.0 	0.1 	0.1 	
K1135+011.038	-3.7 	-0.1 	-4.0 	-3.5 	-0.1 	-0.1 	0.0 	-0.1 	-0.1 	
K1135+011.688	-3.6 	-0.5 	-3.9 	-3.3 	-0.5 	-0.4 	0.0 	0.2 	0.2 	
K1135+012.339	-3.5 	-1.1 	-3.7 	-3.3 	-1.1 	-0.8 	0.0 	0.2 	0.2 	
K1135+012.989	-3.8 	-1.6 	-4.0 	-3.6 	-1.6 	-1.4 	0.0 	0.2 	0.2 	
K1135+013.639	-3.9 	-1.8 	-4.0 	-3.8 	-1.8 	-1.6 	0.0 	0.2 	0.2 	
K1135+014.289	-3.8 	-1.7 	-3.9 	-3.6 	-1.7 	-1.6 	0.0 	0.0 	0.0 	
K1135+014.940	-3.7 	-1.7 	-3.8 	-3.5 	-1.7 	-1.6 	0.0 	0.1 	0.1 	
K1135+015.590	-3.8 	-1.6 	-4.0 	-3.6 	-1.6 	-1.5 	0.0 	0.2 	0.2 	
K1135+016.240	-3.8 	-1.6 	-4.0 	-3.7 	-1.6 	-1.5 	0.0 	0.0 	0.0 	
K1135+016.890	-3.8 	-1.5 	-3.9 	-3.7 	-1.5 	-1.4 	0.0 	0.1 	0.1 	
K1135+017.540	-3.7 	-1.4 	-4.0 	-3.5 	-1.4 	-1.2 	0.0 	0.2 	0.2 	
K1135+018.191	-3.5 	-0.9 	-3.9 	-3.1 	-0.9 	-0.8 	0.0 	0.1 	0.1 	
K1135+018.841	-3.3 	-0.7 	-3.6 	-3.0 	-0.7 	-0.5 	0.0 	0.2 	0.2 	
K1135+019.491	-3.3 	-0.6 	-3.4 	-3.2 	-0.6 	-0.4 	0.0 	0.2 	0.2 	
K1135+020.141	-3.4 	-0.3 	-3.5 	-3.4 	-0.3 	-0.1 	0.0 	0.2 	0.2 	
K1135+020.792	-3.3 	-0.1 	-3.4 	-3.2 	-0.1 	0.1 	0.0 	0.2 	0.2 	
K1135+021.442	-3.3 	0.1 	-3.4 	-3.1 	0.1 	0.3 	0.0 	0.1 	0.1 	
K1135+022.092	-3.3 	0.3 	-3.3 	-3.3 	0.3 	0.4 	0.0 	0.1 	0.1 	
K1135+022.742	-3.3 	0.6 	-3.2 	-3.5 	0.6 	0.8 	0.0 	0.1 	0.1 	
K1135+023.393	-3.3 	0.9 	-3.0 	-3.6 	0.9 	0.9 	0.0 	0.0 	0.0 	
K1135+024.043	-3.2 	1.1 	-3.0 	-3.3 	1.1 	1.1 	0.0 	0.0 	0.0 	
K1135+024.693	-3.3 	1.3 	-3.2 	-3.4 	1.3 	1.4 	0.0 	0.1 	0.1 	
K1135+025.343	-3.2 	1.5 	-3.1 	-3.3 	1.5 	1.7 	0.0 	0.2 	0.2 	
K1135+025.993	-3.2 	1.5 	-3.2 	-3.3 	1.5 	1.8 	0.0 	0.3 	0.3 	
K1135+026.644	-3.6 	1.4 	-3.6 	-3.5 	1.4 	1.8 	0.0 	0.4 	0.4 	
K1135+027.294	-3.7 	1.3 	-3.8 	-3.7 	1.3 	1.7 	0.0 	0.4 	0.4 	
K1135+027.944	-3.9 	1.2 	-4.1 	-3.7 	1.2 	1.5 	0.0 	0.3 	0.3 	
K1135+028.594	-4.0 	1.1 	-4.4 	-3.7 	1.1 	1.5 	0.0 	0.4 	0.4 	
K1135+029.245	-4.0 	1.2 	-4.4 	-3.7 	1.2 	1.6 	0.0 	0.5 	0.5 	
K1135+029.895	-3.5 	1.2 	-3.5 	-3.6 	1.2 	2.0 	0.0 	0.9 	0.9 	
K1135+030.545	-3.2 	1.3 	-3.1 	-3.2 	1.3 	2.2 	0.0 	1.0 	1.0 	
K1135+031.195	-2.9 	1.3 	-3.0 	-2.9 	1.3 	1.8 	0.0 	0.5 	0.5 	
K1135+031.846	-2.9 	1.3 	-3.0 	-2.7 	1.3 	1.5 	0.0 	0.2 	0.2 	
K1135+032.496	-3.0 	1.1 	-3.4 	-2.7 	1.1 	1.1 	0.0 	0.1 	0.1 	
K1135+033.146	-3.1 	1.0 	-3.4 	-2.7 	1.0 	1.0 	0.0 	0.0 	0.0 	
K1135+033.796	-3.2 	0.9 	-3.3 	-3.0 	0.9 	0.9 	0.0 	0.0 	0.0 	
K1135+034.446	-3.3 	1.0 	-3.3 	-3.3 	1.0 	1.0 	0.0 	0.0 	0.0 	
K1135+035.097	-3.5 	1.2 	-3.5 	-3.4 	1.4 	1.2 	0.0 	-0.2 	-0.2 	
K1135+035.747	-3.5 	1.4 	-3.7 	-3.3 	1.6 	1.4 	0.0 	-0.2 	-0.2 	
K1135+036.397	-3.5 	1.6 	-3.7 	-3.2 	1.9 	1.6 	0.0 	-0.3 	-0.3 	
K1135+037.047	-3.4 	1.6 	-3.5 	-3.4 	1.8 	1.6 	0.0 	-0.2 	-0.2 	
K1135+037.698	-3.4 	1.7 	-3.6 	-3.3 	2.0 	1.7 	0.0 	-0.3 	-0.3 	
K1135+038.348	-3.4 	1.5 	-3.6 	-3.2 	1.7 	1.5 	0.0 	-0.2 	-0.2 	
K1135+038.998	-3.2 	1.3 	-3.6 	-2.8 	1.6 	1.3 	0.0 	-0.3 	-0.3 	
K1135+039.648	-2.8 	1.1 	-3.1 	-2.5 	1.4 	1.1 	0.0 	-0.4 	-0.4 	
K1135+040.298	-2.6 	0.8 	-2.8 	-2.4 	1.0 	0.8 	0.0 	-0.2 	-0.2 	
K1135+040.949	-3.0 	0.6 	-3.3 	-2.8 	0.8 	0.6 	0.0 	-0.2 	-0.2 	
K1135+041.599	-3.2 	0.3 	-3.4 	-2.9 	0.3 	0.3 	0.0 	0.0 	0.0 	
K1135+042.249	-3.1 	0.0 	-3.4 	-2.8 	0.2 	0.0 	0.0 	-0.1 	-0.1 	
K1135+042.899	-3.2 	-0.2 	-3.4 	-3.0 	-0.2 	-0.2 	0.0 	-0.1 	-0.1 	
