0.000000	0.000000	0.000000
117233.466068	0.000000	108999.592224
194881.447545	117233.466068	278093.132883
286470.279254	194881.447545	507676.295292
376226.710204	286470.279254	778362.883733
384224.180182	376226.710204	1025102.701585
330187.769575	384224.180182	1354723.552270
290663.278987	330187.769575	1486933.247727
79413.303790	290663.278987	1445942.046978
40296.370619	79413.303790	1386522.145537
-171412.047329	40296.370619	1142749.058618
-333683.523747	-171412.047329	765466.663138
-329095.622441	-333683.523747	415010.681551
-220859.614261	-329095.622441	185546.119272
-200415.667345	-220859.614261	-14263.989682
-55508.134670	-200415.667345	-66495.699868
157542.476409	-55508.134670	89085.132356
370305.915020	157542.476409	443043.674790
505926.102816	370305.915020	920720.099255
691644.720344	505926.102816	1567056.583680
836108.719729	691644.720344	2339575.212115
842836.809364	836108.719729	3102592.893225
782972.498056	842836.809364	3791040.334399
715316.147825	782972.498056	4401453.435253
600368.929100	715316.147825	4889390.120988
438283.776958	600368.929100	5190388.101870
331946.778989	438283.776958	5445699.466192
266891.731697	331946.778989	5584789.662790
159320.372026	266891.731697	5635983.947792
57402.007000	159320.372026	5593439.367498
4428.775133	57402.007000	5504272.644650
-6831.712211	4428.775133	5408243.097995
-8409.132723	-6831.712211	5317187.080462
-40482.032618	-8409.132723	5198222.633224
-22598.343609	-40482.032618	5098187.038274
-9648.738185	-22598.343609	4999302.679527
-25094.616220	-9648.738185	4925269.965707
-46603.318113	-25094.616220	4800414.081068
-142293.562752	-46603.318113	4592939.085788
-253897.954117	-142293.562752	4280002.239901
-403961.422041	-253897.954117	3827748.407789
-557240.922644	-403961.422041	3230719.094293
-685001.782500	-557240.922644	2515526.350820
-786803.652387	-685001.782500	1709570.823639
-890254.074508	-786803.652387	810265.638319
-932326.799419	-890254.074508	-120428.813918
-889991.855092	-932326.799419	-1002686.624661
-820833.852899	-889991.855092	-1800371.173731
-749958.216422	-820833.852899	-2522103.088309
-682379.527778	-749958.216422	-3168619.413668
-629822.155461	-682379.527778	-3757346.578784
-534912.466096	-629822.155461	-4249647.016670
-473876.462195	-534912.466096	-4679370.897061
-440897.954805	-473876.462195	-5071956.141821
-424082.755090	-440897.954805	-5448445.903345
-436837.932242	-424082.755090	-5825649.582886
-467040.896444	-436837.932242	-6254929.894032
-426071.431043	-467040.896444	-6613384.656835
-346195.426630	-426071.431043	-6897162.324869
-312768.044973	-346195.426630	-7145987.095973
-272859.328583	-312768.044973	-7352461.567945
-226446.950869	-272859.328583	-7513272.126630
-132917.337195	-226446.950869	-7585076.797107
-43374.472656	-132917.337195	-7571277.192418
42231.254590	-43374.472656	-7475033.525965
157868.601103	42231.254590	-7254553.701888
241759.817217	157868.601103	-6983204.037057
294374.330255	241759.817217	-6630856.413888
401770.283507	294374.330255	-6181886.915483
483538.748699	401770.283507	-5655956.383241
538866.800362	483538.748699	-5078736.643204
615877.540350	538866.800362	-4430043.962392
687975.638536	615877.540350	-3714349.299235
749521.750752	687975.638536	-2944495.935605
811200.049789	749521.750752	-2119432.062026
888557.998339	811200.049789	-1221564.509239
954655.278937	888557.998339	-265809.707211
991899.406288	954655.278937	720383.099581
1024775.063851	991899.406288	1733516.499635
1057730.218638	1024775.063851	2772501.724572
1023391.902738	1057730.218638	3771031.446359
1031994.843206	1023391.902738	4771360.229382
1078996.628249	1031994.843206	5811529.826463
1105259.173926	1078996.628249	6872068.381853
1165172.680730	1105259.173926	7988424.847886
1239841.073958	1165172.680730	9165831.124032
1304053.343550	1239841.073958	10430774.813451
1342144.580402	1304053.343550	11700214.995302
1357070.482085	1342144.580402	12990637.104999
1357644.116423	1357070.482085	14277868.063521
1347188.407087	1357644.116423	15540994.297263
1310584.688135	1347188.407087	16756629.813742
1276258.313837	1310584.688135	17930707.211172
1272837.638961	1276258.313837	19085355.720670
1225690.633131	1272837.638961	20189925.435177
1223253.362170	1225690.633131	21264956.516794
1182084.265124	1223253.362170	22368809.924174
1179187.215197	1182084.265124	23416229.377341
1149960.288013	1179187.215197	24450990.651683
1101915.165396	1149960.288013	25450573.803206
1120274.803610	1101915.165396	26457727.680865
1124353.476671	1120274.803610	27451049.893130
1122877.750781	1124353.476671	28430717.028035
1093908.809868	1122877.750781	29375905.007344
1077311.981420	1093908.809868	30299042.071511
1073365.352698	1077311.981420	31189965.510427
989575.450062	1073365.352698	32038368.224128
957595.160235	989575.450062	32818261.745574
819673.722596	957595.160235	33488911.880075
740001.000729	819673.722596	34076596.333992
723003.927137	740001.000729	34652693.580115
581384.344686	723003.927137	35102279.628324
603320.492947	581384.344686	35553661.397351
600019.630876	603320.492947	35990089.711358
